metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2023-24,3.0,-6.0,-66.66666666666667,,1162.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2024-25,0.0,-3.0,-100.0,Zero expulsions reported,1240.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2018-19,22.35,,,,349.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2019-20,10.88,-11.47,-51.31991051454139,,340.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2020-21,0.0,-10.88,-100.0,Zero suspensions/expulsions reported,321.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2021-22,20.53,20.53,,,263.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2022-23,27.52,6.989999999999998,34.04773502191914,,258.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2023-24,45.09,17.570000000000004,63.84447674418605,,275.0
discipline,all,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2024-25,13.52,-31.570000000000004,-70.01552450654248,,244.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2018-19,22.35,,,,349.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2019-20,10.88,-11.47,-51.31991051454139,,340.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2020-21,0.0,-10.88,-100.0,Zero out-of-school suspensions reported,321.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2021-22,20.53,20.53,,,263.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2022-23,27.52,6.989999999999998,34.04773502191914,,258.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2023-24,45.09,17.570000000000004,63.84447674418605,,275.0
discipline,suspension,rate,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2024-25,13.52,-31.570000000000004,-70.01552450654248,,244.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,349.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,340.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,321.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,263.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,258.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,275.0
discipline,expulsion,count,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,244.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2018-19,10.05,,,,657.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2019-20,12.6,2.549999999999999,25.373134328358194,,643.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2020-21,0.0,-12.6,-100.0,Zero suspensions/expulsions reported,590.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2021-22,20.0,20.0,,,580.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2022-23,18.53,-1.4699999999999989,-7.34999999999999,,529.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2023-24,12.28,-6.250000000000002,-33.729087965461424,,570.0
discipline,all,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2024-25,12.63,0.3500000000000014,2.8501628664495238,,570.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2018-19,9.89,,,,657.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2019-20,12.6,2.709999999999999,27.401415571284105,,643.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2020-21,0.0,-12.6,-100.0,Zero out-of-school suspensions reported,590.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2021-22,20.0,20.0,,,580.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2022-23,18.53,-1.4699999999999989,-7.34999999999999,,529.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2023-24,12.28,-6.250000000000002,-33.729087965461424,,570.0
discipline,suspension,rate,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2024-25,12.63,0.3500000000000014,2.8501628664495238,,570.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2018-19,1.0,,,,657.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2019-20,0.0,-1.0,-100.0,Zero expulsions reported,643.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2020-21,0.0,0.0,,Zero expulsions reported,590.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2021-22,0.0,0.0,,Zero expulsions reported,580.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2022-23,0.0,0.0,,Zero expulsions reported,529.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2023-24,0.0,0.0,,Zero expulsions reported,570.0
discipline,expulsion,count,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2024-25,0.0,0.0,,Zero expulsions reported,570.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2018-19,90.43,,,,345.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2019-20,96.5,6.069999999999993,6.712374212097738,,371.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2020-21,0.0,-96.5,-100.0,Zero suspensions/expulsions reported,344.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2021-22,116.23,116.23,,,308.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2022-23,126.54,10.310000000000002,8.870343284866223,,309.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2023-24,144.0,17.459999999999994,13.798008534850625,,225.0
discipline,all,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2024-25,137.78,-6.219999999999999,-4.319444444444443,,270.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2018-19,89.86,,,,345.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2019-20,96.5,6.640000000000001,7.389272201201869,,371.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2020-21,0.0,-96.5,-100.0,Zero out-of-school suspensions reported,344.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2021-22,115.26,115.26,,,308.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2022-23,125.89,10.629999999999995,9.222627103938908,,309.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2023-24,142.67,16.779999999999987,13.329096830566357,,225.0
discipline,suspension,rate,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2024-25,137.78,-4.889999999999986,-3.4274900119156015,,270.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2018-19,2.0,,,,345.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2019-20,0.0,-2.0,-100.0,Zero expulsions reported,371.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2020-21,0.0,0.0,,Zero expulsions reported,344.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2021-22,3.0,3.0,,,308.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2022-23,2.0,-1.0,-33.333333333333336,,309.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2023-24,3.0,1.0,50.0,,225.0
discipline,expulsion,count,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2024-25,0.0,-3.0,-100.0,Zero expulsions reported,270.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2018-19,6.0,,,Small count (<10 removals) — rate imprecise,100.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2019-20,17.33,11.329999999999998,188.83333333333331,,75.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2020-21,0.0,-17.33,-100.0,Zero suspensions/expulsions reported,102.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,120.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2022-23,32.08,32.08,,,106.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2023-24,6.36,-25.72,-80.17456359102243,Small count (<10 removals) — rate imprecise,110.0
discipline,all,rate,Milwaukee,Shalom High,Shalom High — All Students,2024-25,35.64,29.28,460.37735849056605,,101.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2018-19,5.0,,,Small count (<10 removals) — rate imprecise,100.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2019-20,17.33,12.329999999999998,246.59999999999997,,75.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2020-21,0.0,-17.33,-100.0,Zero out-of-school suspensions reported,102.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported,120.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2022-23,32.08,32.08,,,106.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2023-24,6.36,-25.72,-80.17456359102243,Small count (<10 removals) — rate imprecise,110.0
discipline,suspension,rate,Milwaukee,Shalom High,Shalom High — All Students,2024-25,35.64,29.28,460.37735849056605,,101.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2018-19,1.0,,,,100.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2019-20,0.0,-1.0,-100.0,Zero expulsions reported,75.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,102.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2021-22,0.0,0.0,,Zero expulsions reported,120.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2022-23,0.0,0.0,,Zero expulsions reported,106.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2023-24,0.0,0.0,,Zero expulsions reported,110.0
discipline,expulsion,count,Milwaukee,Shalom High,Shalom High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,101.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2018-19,32.3,,,,356.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2019-20,44.9,12.600000000000001,39.0092879256966,,314.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2020-21,0.0,-44.9,-100.0,Zero suspensions/expulsions reported,251.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2021-22,38.95,38.95,,,285.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2022-23,57.3,18.349999999999994,47.1116816431322,,281.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2023-24,74.79,17.49000000000001,30.523560209424105,,242.0
discipline,all,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2024-25,93.2,18.409999999999997,24.61559031956144,,147.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2018-19,32.3,,,,356.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2019-20,44.9,12.600000000000001,39.0092879256966,,314.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2020-21,0.0,-44.9,-100.0,Zero out-of-school suspensions reported,251.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2021-22,38.95,38.95,,,285.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2022-23,57.3,18.349999999999994,47.1116816431322,,281.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2023-24,73.55,16.25,28.359511343804545,,242.0
discipline,suspension,rate,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2024-25,93.2,19.650000000000006,26.71651937457513,,147.0
discipline,expulsion,count,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,356.0
discipline,expulsion,count,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,314.0
discipline,expulsion,count,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,251.0
discipline,expulsion,count,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,285.0
