metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
forward,ela,EL Status,Milwaukee,Garland Elementary,2024-25,Eng Prof,35.8,EL,14.6,2.45,Eng Prof,35.8,EL,14.6,2.45
forward,ela,EL Status,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Eng Prof,51.8,EL,21.1,2.45,Eng Prof,51.8,EL,21.1,2.45
forward,ela,EL Status,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Eng Prof,17.8,EL,7.6,2.34,Eng Prof,17.8,EL,7.6,2.34
forward,ela,EL Status,Milwaukee,Humboldt Park Elementary,2024-25,Eng Prof,46.6,EL,20.1,2.32,Eng Prof,46.6,EL,20.1,2.32
forward,ela,EL Status,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,Eng Prof,50.5,EL,23.5,2.15,Eng Prof,50.5,EL,23.5,2.15
forward,ela,EL Status,Milwaukee,Longfellow Elementary,2024-25,Eng Prof,24.7,EL,12.0,2.06,Eng Prof,24.7,EL,12.0,2.06
forward,ela,EL Status,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Eng Prof,70.5,EL,34.5,2.04,Eng Prof,70.5,EL,34.5,2.04
forward,ela,EL Status,Greenfield,Maple Grove Elementary,2024-25,Eng Prof,38.2,EL,20.0,1.91,Eng Prof,38.2,EL,20.0,1.91
forward,ela,EL Status,Brown Deer,Brown Deer Elementary,2024-25,Eng Prof,53.3,EL,28.0,1.9,Eng Prof,53.3,EL,28.0,1.9
forward,ela,EL Status,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Eng Prof,40.4,EL,21.7,1.86,Eng Prof,40.4,EL,21.7,1.86
forward,ela,EL Status,Milwaukee,Allen-Field Elementary,2024-25,Eng Prof,13.3,EL,7.5,1.77,Eng Prof,13.3,EL,7.5,1.77
forward,ela,EL Status,Seeds of Health,Seeds of Health Elementary Program,2024-25,Eng Prof,35.1,EL,20.5,1.71,Eng Prof,35.1,EL,20.5,1.71
forward,ela,EL Status,Milwaukee,Burbank Elementary,2024-25,Eng Prof,15.4,EL,9.6,1.6,Eng Prof,15.4,EL,9.6,1.6
forward,ela,EL Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Eng Prof,52.7,EL,36.9,1.43,Eng Prof,52.7,EL,36.9,1.43
forward,ela,EL Status,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Eng Prof,61.2,EL,44.4,1.38,Eng Prof,61.2,EL,44.4,1.38
forward,ela,EL Status,Milwaukee,Academy of Accelerated Learning,2024-25,Eng Prof,49.7,EL,36.4,1.37,Eng Prof,49.7,EL,36.4,1.37
forward,ela,EL Status,Milwaukee,Morse Mid,2024-25,EL,25.0,Eng Prof,18.5,1.35,EL,25.0,Eng Prof,18.5,1.35
forward,ela,EL Status,Milwaukee,Story Elementary,2024-25,Eng Prof,12.8,EL,9.8,1.31,Eng Prof,12.8,EL,9.8,1.31
forward,ela,EL Status,Milwaukee,Bethune Academy,2024-25,EL,21.3,Eng Prof,16.8,1.27,EL,21.3,Eng Prof,16.8,1.27
forward,ela,EL Status,Milwaukee,Parkview Elementary,2024-25,EL,24.6,Eng Prof,20.7,1.19,EL,24.6,Eng Prof,20.7,1.19
forward,ela,EL Status,Milwaukee,Zablocki Elementary,2024-25,Eng Prof,29.0,EL,27.0,1.07,Eng Prof,29.0,EL,27.0,1.07
forward,ela,EL Status,Milwaukee,Lincoln Middle,2024-25,Eng Prof,10.7,EL,0.0,,Eng Prof,10.7,EL,0.0,
forward,ela,Economic Status,Wauwatosa,Jefferson Elementary,2024-25,Not Econ Disadv,76.2,Econ Disadv,17.2,4.43,Not Econ Disadv,76.2,Econ Disadv,17.2,4.43
forward,ela,Economic Status,Wauwatosa,McKinley Elementary,2024-25,Not Econ Disadv,76.0,Econ Disadv,23.5,3.23,Not Econ Disadv,76.0,Econ Disadv,23.5,3.23
forward,ela,Economic Status,Wauwatosa,Wilson Elementary,2024-25,Not Econ Disadv,72.5,Econ Disadv,25.0,2.9,Not Econ Disadv,72.5,Econ Disadv,25.0,2.9
forward,ela,Economic Status,Milwaukee,Morse Mid,2024-25,Not Econ Disadv,38.7,Econ Disadv,14.1,2.74,Not Econ Disadv,38.7,Econ Disadv,14.1,2.74
forward,ela,Economic Status,West Allis-West Milwaukee,Franklin Elementary,2024-25,Not Econ Disadv,56.2,Econ Disadv,20.8,2.7,Not Econ Disadv,56.2,Econ Disadv,20.8,2.7
forward,ela,Economic Status,Milwaukee,Milwaukee French Immersion,2024-25,Not Econ Disadv,66.7,Econ Disadv,25.3,2.64,Not Econ Disadv,66.7,Econ Disadv,25.3,2.64
forward,ela,Economic Status,South Milwaukee,Lakeview Elementary,2024-25,Not Econ Disadv,66.7,Econ Disadv,26.2,2.55,Not Econ Disadv,66.7,Econ Disadv,26.2,2.55
forward,ela,Economic Status,Woodlands School,Woodlands School - State Street Campus,2024-25,Not Econ Disadv,23.5,Econ Disadv,9.2,2.55,Not Econ Disadv,23.5,Econ Disadv,9.2,2.55
forward,ela,Economic Status,South Milwaukee,Rawson Elementary,2024-25,Not Econ Disadv,46.4,Econ Disadv,18.9,2.46,Not Econ Disadv,46.4,Econ Disadv,18.9,2.46
forward,ela,Economic Status,West Allis-West Milwaukee,Wilson Elementary,2024-25,Not Econ Disadv,63.6,Econ Disadv,26.4,2.41,Not Econ Disadv,63.6,Econ Disadv,26.4,2.41
forward,ela,Economic Status,Wauwatosa,Underwood Elementary,2024-25,Not Econ Disadv,60.0,Econ Disadv,25.0,2.4,Not Econ Disadv,60.0,Econ Disadv,25.0,2.4
forward,ela,Economic Status,Milwaukee,Fratney Elementary,2024-25,Not Econ Disadv,35.6,Econ Disadv,15.0,2.37,Not Econ Disadv,35.6,Econ Disadv,15.0,2.37
forward,ela,Economic Status,Glendale-River Hills,Glen Hills Middle,2024-25,Not Econ Disadv,63.3,Econ Disadv,27.4,2.31,Not Econ Disadv,63.3,Econ Disadv,27.4,2.31
forward,ela,Economic Status,Milwaukee,Parkview Elementary,2024-25,Not Econ Disadv,34.8,Econ Disadv,15.5,2.25,Not Econ Disadv,34.8,Econ Disadv,15.5,2.25
forward,ela,Economic Status,Milwaukee,Whitman Elementary,2024-25,Not Econ Disadv,56.6,Econ Disadv,25.6,2.21,Not Econ Disadv,56.6,Econ Disadv,25.6,2.21
forward,ela,Economic Status,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Not Econ Disadv,72.5,Econ Disadv,33.3,2.18,Not Econ Disadv,72.5,Econ Disadv,33.3,2.18
forward,ela,Economic Status,Wauwatosa,Whitman Middle,2024-25,Not Econ Disadv,61.2,Econ Disadv,28.7,2.13,Not Econ Disadv,61.2,Econ Disadv,28.7,2.13
forward,ela,Economic Status,South Milwaukee,South Milwaukee Middle,2024-25,Not Econ Disadv,51.8,Econ Disadv,24.4,2.12,Not Econ Disadv,51.8,Econ Disadv,24.4,2.12
forward,ela,Economic Status,Milwaukee,Honey Creek Elementary,2024-25,Not Econ Disadv,63.6,Econ Disadv,30.6,2.08,Not Econ Disadv,63.6,Econ Disadv,30.6,2.08
forward,ela,Economic Status,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Not Econ Disadv,76.1,Econ Disadv,36.6,2.08,Not Econ Disadv,76.1,Econ Disadv,36.6,2.08
forward,ela,Economic Status,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Not Econ Disadv,61.9,Econ Disadv,30.1,2.06,Not Econ Disadv,61.9,Econ Disadv,30.1,2.06
forward,ela,Economic Status,Greenfield,Maple Grove Elementary,2024-25,Not Econ Disadv,53.5,Econ Disadv,26.3,2.03,Not Econ Disadv,53.5,Econ Disadv,26.3,2.03
forward,ela,Economic Status,Milwaukee,Milwaukee Parkside School,2024-25,Not Econ Disadv,65.4,Econ Disadv,32.3,2.02,Not Econ Disadv,65.4,Econ Disadv,32.3,2.02
forward,ela,Economic Status,Milwaukee,Burdick Elementary,2024-25,Not Econ Disadv,62.1,Econ Disadv,31.0,2.0,Not Econ Disadv,62.1,Econ Disadv,31.0,2.0
forward,ela,Economic Status,Franklin Public,Robinwood Elementary,2024-25,Not Econ Disadv,74.1,Econ Disadv,37.2,1.99,Not Econ Disadv,74.1,Econ Disadv,37.2,1.99
forward,ela,Economic Status,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Not Econ Disadv,43.8,Econ Disadv,22.0,1.99,Not Econ Disadv,43.8,Econ Disadv,22.0,1.99
forward,ela,Economic Status,Wauwatosa,Lincoln Elementary,2024-25,Not Econ Disadv,85.1,Econ Disadv,42.9,1.98,Not Econ Disadv,85.1,Econ Disadv,42.9,1.98
forward,ela,Economic Status,Milwaukee,Milwaukee School of Languages,2024-25,Not Econ Disadv,45.9,Econ Disadv,23.3,1.97,Not Econ Disadv,45.9,Econ Disadv,23.3,1.97
forward,ela,Economic Status,Milwaukee,Hayes Bilingual School,2024-25,Econ Disadv,21.9,Not Econ Disadv,11.4,1.92,Econ Disadv,21.9,Not Econ Disadv,11.4,1.92
forward,ela,Economic Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,Not Econ Disadv,54.0,Econ Disadv,28.1,1.92,Not Econ Disadv,54.0,Econ Disadv,28.1,1.92
forward,ela,Economic Status,Shorewood,Lake Bluff Elementary,2024-25,Not Econ Disadv,82.9,Econ Disadv,43.3,1.91,Not Econ Disadv,82.9,Econ Disadv,43.3,1.91
forward,ela,Economic Status,Wauwatosa,Eisenhower Elementary,2024-25,Not Econ Disadv,61.4,Econ Disadv,32.2,1.91,Not Econ Disadv,61.4,Econ Disadv,32.2,1.91
forward,ela,Economic Status,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,Not Econ Disadv,47.6,Econ Disadv,25.2,1.89,Not Econ Disadv,47.6,Econ Disadv,25.2,1.89
forward,ela,Economic Status,South Milwaukee,E W Luther Elementary,2024-25,Not Econ Disadv,84.1,Econ Disadv,45.8,1.84,Not Econ Disadv,84.1,Econ Disadv,45.8,1.84
forward,ela,Economic Status,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Not Econ Disadv,42.9,Econ Disadv,23.6,1.82,Not Econ Disadv,42.9,Econ Disadv,23.6,1.82
forward,ela,Economic Status,Milwaukee,Humboldt Park Elementary,2024-25,Not Econ Disadv,55.4,Econ Disadv,30.8,1.8,Not Econ Disadv,55.4,Econ Disadv,30.8,1.8
forward,ela,Economic Status,Cudahy,Kosciuszko Elementary,2024-25,Not Econ Disadv,75.9,Econ Disadv,43.0,1.77,Not Econ Disadv,75.9,Econ Disadv,43.0,1.77
forward,ela,Economic Status,Milwaukee,Academy of Accelerated Learning,2024-25,Not Econ Disadv,68.4,Econ Disadv,39.0,1.75,Not Econ Disadv,68.4,Econ Disadv,39.0,1.75
forward,ela,Economic Status,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Not Econ Disadv,40.9,Econ Disadv,23.8,1.72,Not Econ Disadv,40.9,Econ Disadv,23.8,1.72
forward,ela,Economic Status,Wauwatosa,Longfellow Middle,2024-25,Not Econ Disadv,80.5,Econ Disadv,46.9,1.72,Not Econ Disadv,80.5,Econ Disadv,46.9,1.72
forward,ela,Economic Status,Franklin Public,Pleasant View Elementary,2024-25,Not Econ Disadv,77.6,Econ Disadv,46.0,1.69,Not Econ Disadv,77.6,Econ Disadv,46.0,1.69
forward,ela,Economic Status,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Not Econ Disadv,46.8,Econ Disadv,27.7,1.69,Not Econ Disadv,46.8,Econ Disadv,27.7,1.69
forward,ela,Economic Status,Whitnall,Edgerton Elementary,2024-25,Not Econ Disadv,84.3,Econ Disadv,50.0,1.69,Not Econ Disadv,84.3,Econ Disadv,50.0,1.69
forward,ela,Economic Status,Milwaukee,Milwaukee German Immersion,2024-25,Not Econ Disadv,73.5,Econ Disadv,43.8,1.68,Not Econ Disadv,73.5,Econ Disadv,43.8,1.68
forward,ela,Economic Status,Milwaukee,Craig Montessori School,2024-25,Not Econ Disadv,19.0,Econ Disadv,11.4,1.67,Not Econ Disadv,19.0,Econ Disadv,11.4,1.67
forward,ela,Economic Status,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Not Econ Disadv,63.5,Econ Disadv,38.1,1.67,Not Econ Disadv,63.5,Econ Disadv,38.1,1.67
forward,ela,Economic Status,Brown Deer,Brown Deer Elementary,2024-25,Not Econ Disadv,65.3,Econ Disadv,39.3,1.66,Not Econ Disadv,65.3,Econ Disadv,39.3,1.66
forward,ela,Economic Status,Wauwatosa,Roosevelt Elementary,2024-25,Not Econ Disadv,83.1,Econ Disadv,50.0,1.66,Not Econ Disadv,83.1,Econ Disadv,50.0,1.66
forward,ela,Economic Status,Milwaukee,Highland Community School,2024-25,Not Econ Disadv,75.6,Econ Disadv,46.4,1.63,Not Econ Disadv,75.6,Econ Disadv,46.4,1.63
forward,ela,Economic Status,Milwaukee,La Causa Charter School,2024-25,Not Econ Disadv,29.0,Econ Disadv,17.8,1.63,Not Econ Disadv,29.0,Econ Disadv,17.8,1.63
forward,ela,Economic Status,Milwaukee,Maryland Montessori,2024-25,Not Econ Disadv,78.5,Econ Disadv,49.2,1.6,Not Econ Disadv,78.5,Econ Disadv,49.2,1.6
forward,ela,Economic Status,Cudahy,Cudahy Middle,2024-25,Not Econ Disadv,48.8,Econ Disadv,30.6,1.59,Not Econ Disadv,48.8,Econ Disadv,30.6,1.59
forward,ela,Economic Status,Milwaukee,Fairview Elementary,2024-25,Not Econ Disadv,63.5,Econ Disadv,39.9,1.59,Not Econ Disadv,63.5,Econ Disadv,39.9,1.59
forward,ela,Economic Status,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,Not Econ Disadv,32.3,Econ Disadv,20.3,1.59,Not Econ Disadv,32.3,Econ Disadv,20.3,1.59
forward,ela,Economic Status,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Not Econ Disadv,66.9,Econ Disadv,42.1,1.59,Not Econ Disadv,66.9,Econ Disadv,42.1,1.59
forward,ela,Economic Status,Milwaukee,Cooper Elementary,2024-25,Not Econ Disadv,72.0,Econ Disadv,45.9,1.57,Not Econ Disadv,72.0,Econ Disadv,45.9,1.57
forward,ela,Economic Status,Milwaukee,Whittier Elementary,2024-25,Not Econ Disadv,82.6,Econ Disadv,52.5,1.57,Not Econ Disadv,82.6,Econ Disadv,52.5,1.57
forward,ela,Economic Status,Milwaukee,Fernwood Montessori,2024-25,Not Econ Disadv,76.9,Econ Disadv,49.3,1.56,Not Econ Disadv,76.9,Econ Disadv,49.3,1.56
forward,ela,Economic Status,Cudahy,Jones Elementary,2024-25,Not Econ Disadv,52.6,Econ Disadv,34.0,1.55,Not Econ Disadv,52.6,Econ Disadv,34.0,1.55
forward,ela,Economic Status,Milwaukee,Greenfield Bilingual,2024-25,Not Econ Disadv,38.9,Econ Disadv,25.1,1.55,Not Econ Disadv,38.9,Econ Disadv,25.1,1.55
forward,ela,Economic Status,Greendale,Highland View Elementary,2024-25,Not Econ Disadv,81.1,Econ Disadv,53.2,1.52,Not Econ Disadv,81.1,Econ Disadv,53.2,1.52
forward,ela,Economic Status,Franklin Public,Country Dale Elementary,2024-25,Not Econ Disadv,73.2,Econ Disadv,48.7,1.5,Not Econ Disadv,73.2,Econ Disadv,48.7,1.5
forward,ela,Economic Status,Milwaukee,Burbank Elementary,2024-25,Not Econ Disadv,19.6,Econ Disadv,13.1,1.5,Not Econ Disadv,19.6,Econ Disadv,13.1,1.5
forward,ela,Economic Status,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Not Econ Disadv,50.0,Econ Disadv,33.3,1.5,Not Econ Disadv,50.0,Econ Disadv,33.3,1.5
forward,ela,Economic Status,West Allis-West Milwaukee,Walker Elementary,2024-25,Not Econ Disadv,57.6,Econ Disadv,38.5,1.5,Not Econ Disadv,57.6,Econ Disadv,38.5,1.5
forward,ela,Economic Status,Greendale,Greendale Middle,2024-25,Not Econ Disadv,78.5,Econ Disadv,52.7,1.49,Not Econ Disadv,78.5,Econ Disadv,52.7,1.49
forward,ela,Economic Status,Greenfield,Greenfield Middle,2024-25,Not Econ Disadv,60.5,Econ Disadv,40.6,1.49,Not Econ Disadv,60.5,Econ Disadv,40.6,1.49
forward,ela,Economic Status,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Not Econ Disadv,54.8,Econ Disadv,36.7,1.49,Not Econ Disadv,54.8,Econ Disadv,36.7,1.49
forward,ela,Economic Status,Brown Deer,Brown Deer Middle/High,2024-25,Not Econ Disadv,54.7,Econ Disadv,37.8,1.45,Not Econ Disadv,54.7,Econ Disadv,37.8,1.45
forward,ela,Economic Status,West Allis-West Milwaukee,Irving Elementary,2024-25,Not Econ Disadv,54.1,Econ Disadv,37.6,1.44,Not Econ Disadv,54.1,Econ Disadv,37.6,1.44
forward,ela,Economic Status,Glendale-River Hills,Parkway Elementary,2024-25,Not Econ Disadv,49.0,Econ Disadv,34.2,1.43,Not Econ Disadv,49.0,Econ Disadv,34.2,1.43
forward,ela,Economic Status,Franklin Public,Forest Park Middle,2024-25,Not Econ Disadv,78.3,Econ Disadv,55.6,1.41,Not Econ Disadv,78.3,Econ Disadv,55.6,1.41
forward,ela,Economic Status,Greenfield,Elm Dale Elementary,2024-25,Not Econ Disadv,61.6,Econ Disadv,43.8,1.41,Not Econ Disadv,61.6,Econ Disadv,43.8,1.41
forward,ela,Economic Status,Milwaukee,Morgandale Elementary,2024-25,Not Econ Disadv,32.6,Econ Disadv,23.1,1.41,Not Econ Disadv,32.6,Econ Disadv,23.1,1.41
forward,ela,Economic Status,Milwaukee,Stuart Elementary,2024-25,Not Econ Disadv,33.3,Econ Disadv,23.8,1.4,Not Econ Disadv,33.3,Econ Disadv,23.8,1.4
forward,ela,Economic Status,Milwaukee,Golda Meir School,2024-25,Not Econ Disadv,71.6,Econ Disadv,51.6,1.39,Not Econ Disadv,71.6,Econ Disadv,51.6,1.39
forward,ela,Economic Status,Milwaukee,River Trail School of Agricultural Science,2024-25,Not Econ Disadv,12.9,Econ Disadv,9.3,1.39,Not Econ Disadv,12.9,Econ Disadv,9.3,1.39
forward,ela,Economic Status,Saint Francis,Willow Glen Primary School,2024-25,Not Econ Disadv,75.0,Econ Disadv,53.8,1.39,Not Econ Disadv,75.0,Econ Disadv,53.8,1.39
forward,ela,Economic Status,Franklin Public,Southwood Glen Elementary,2024-25,Not Econ Disadv,73.9,Econ Disadv,53.6,1.38,Not Econ Disadv,73.9,Econ Disadv,53.6,1.38
forward,ela,Economic Status,South Milwaukee,Blakewood Elementary,2024-25,Not Econ Disadv,67.7,Econ Disadv,49.2,1.38,Not Econ Disadv,67.7,Econ Disadv,49.2,1.38
forward,ela,Economic Status,Milwaukee,Ninety-Fifth Street Elementary,2024-25,Econ Disadv,21.7,Not Econ Disadv,16.0,1.36,Econ Disadv,21.7,Not Econ Disadv,16.0,1.36
forward,ela,Economic Status,Shorewood,Atwater Elementary,2024-25,Not Econ Disadv,79.0,Econ Disadv,58.1,1.36,Not Econ Disadv,79.0,Econ Disadv,58.1,1.36
forward,ela,Economic Status,United Community Center,Bruce Guadalupe,2024-25,Not Econ Disadv,58.5,Econ Disadv,43.1,1.36,Not Econ Disadv,58.5,Econ Disadv,43.1,1.36
forward,ela,Economic Status,Greenfield,Glenwood Elementary,2024-25,Not Econ Disadv,58.3,Econ Disadv,43.6,1.34,Not Econ Disadv,58.3,Econ Disadv,43.6,1.34
forward,ela,Economic Status,Saint Francis,Deer Creek Intermediate,2024-25,Not Econ Disadv,54.1,Econ Disadv,40.7,1.33,Not Econ Disadv,54.1,Econ Disadv,40.7,1.33
forward,ela,Economic Status,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Not Econ Disadv,69.6,Econ Disadv,52.9,1.32,Not Econ Disadv,69.6,Econ Disadv,52.9,1.32
forward,ela,Economic Status,Wauwatosa,Washington Elementary,2024-25,Not Econ Disadv,76.7,Econ Disadv,58.1,1.32,Not Econ Disadv,76.7,Econ Disadv,58.1,1.32
forward,ela,Economic Status,Milwaukee,Garland Elementary,2024-25,Not Econ Disadv,32.4,Econ Disadv,24.7,1.31,Not Econ Disadv,32.4,Econ Disadv,24.7,1.31
forward,ela,Economic Status,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Not Econ Disadv,74.9,Econ Disadv,57.0,1.31,Not Econ Disadv,74.9,Econ Disadv,57.0,1.31
forward,ela,Economic Status,Shorewood,Shorewood Intermediate,2024-25,Not Econ Disadv,82.9,Econ Disadv,63.2,1.31,Not Econ Disadv,82.9,Econ Disadv,63.2,1.31
forward,ela,Economic Status,Wauwatosa,Madison Elementary,2024-25,Not Econ Disadv,60.5,Econ Disadv,46.2,1.31,Not Econ Disadv,60.5,Econ Disadv,46.2,1.31
forward,ela,Economic Status,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Not Econ Disadv,63.4,Econ Disadv,48.9,1.3,Not Econ Disadv,63.4,Econ Disadv,48.9,1.3
forward,ela,Economic Status,Milwaukee,Bay View Montessori School,2024-25,Not Econ Disadv,70.0,Econ Disadv,54.2,1.29,Not Econ Disadv,70.0,Econ Disadv,54.2,1.29
forward,ela,Economic Status,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Not Econ Disadv,63.3,Econ Disadv,49.3,1.28,Not Econ Disadv,63.3,Econ Disadv,49.3,1.28
forward,ela,Economic Status,Whitnall,Whitnall Middle,2024-25,Not Econ Disadv,69.3,Econ Disadv,54.2,1.28,Not Econ Disadv,69.3,Econ Disadv,54.2,1.28
forward,ela,Economic Status,Greendale,College Park Elementary,2024-25,Not Econ Disadv,75.8,Econ Disadv,60.0,1.26,Not Econ Disadv,75.8,Econ Disadv,60.0,1.26
forward,ela,Economic Status,Cudahy,Lincoln Elementary,2024-25,Not Econ Disadv,66.7,Econ Disadv,53.3,1.25,Not Econ Disadv,66.7,Econ Disadv,53.3,1.25
forward,ela,Economic Status,Maple Dale-Indian Hill,Maple Dale School,2024-25,Not Econ Disadv,75.6,Econ Disadv,60.9,1.24,Not Econ Disadv,75.6,Econ Disadv,60.9,1.24
forward,ela,Economic Status,Milwaukee,Wedgewood Park School,2024-25,Not Econ Disadv,30.9,Econ Disadv,25.2,1.23,Not Econ Disadv,30.9,Econ Disadv,25.2,1.23
forward,ela,Economic Status,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Not Econ Disadv,64.1,Econ Disadv,52.2,1.23,Not Econ Disadv,64.1,Econ Disadv,52.2,1.23
forward,ela,Economic Status,Greenfield,Edgewood Elementary,2024-25,Not Econ Disadv,66.7,Econ Disadv,55.7,1.2,Not Econ Disadv,66.7,Econ Disadv,55.7,1.2
forward,ela,Economic Status,Milwaukee,Manitoba Elementary,2024-25,Not Econ Disadv,14.7,Econ Disadv,12.4,1.19,Not Econ Disadv,14.7,Econ Disadv,12.4,1.19
forward,ela,Economic Status,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Not Econ Disadv,76.1,Econ Disadv,63.8,1.19,Not Econ Disadv,76.1,Econ Disadv,63.8,1.19
forward,ela,Economic Status,Woodlands School,Woodlands School,2024-25,Not Econ Disadv,56.8,Econ Disadv,48.7,1.17,Not Econ Disadv,56.8,Econ Disadv,48.7,1.17
forward,ela,Economic Status,Fox Point J2,Bayside Middle,2024-25,Not Econ Disadv,89.7,Econ Disadv,78.1,1.15,Not Econ Disadv,89.7,Econ Disadv,78.1,1.15
forward,ela,Economic Status,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Not Econ Disadv,38.9,Econ Disadv,33.9,1.15,Not Econ Disadv,38.9,Econ Disadv,33.9,1.15
forward,ela,Economic Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Not Econ Disadv,56.0,Econ Disadv,49.5,1.13,Not Econ Disadv,56.0,Econ Disadv,49.5,1.13
forward,ela,Economic Status,Whitnall,Hales Corners Elementary,2024-25,Not Econ Disadv,71.1,Econ Disadv,63.0,1.13,Not Econ Disadv,71.1,Econ Disadv,63.0,1.13
forward,ela,Economic Status,United Community Center,United Community Center Acosta Middle School,2024-25,Not Econ Disadv,35.3,Econ Disadv,32.0,1.1,Not Econ Disadv,35.3,Econ Disadv,32.0,1.1
forward,ela,Economic Status,Greendale,Canterbury Elementary,2024-25,Not Econ Disadv,74.8,Econ Disadv,70.0,1.07,Not Econ Disadv,74.8,Econ Disadv,70.0,1.07
forward,ela,Economic Status,Franklin Public,Ben Franklin Elementary,2024-25,Econ Disadv,67.7,Not Econ Disadv,64.7,1.05,Econ Disadv,67.7,Not Econ Disadv,64.7,1.05
forward,ela,Economic Status,Milwaukee,Vieau Elementary,2024-25,Econ Disadv,19.9,Not Econ Disadv,19.0,1.05,Econ Disadv,19.9,Not Econ Disadv,19.0,1.05
forward,ela,Economic Status,Cudahy,Mitchell Elementary,2024-25,Not Econ Disadv,52.7,Econ Disadv,52.3,1.01,Not Econ Disadv,52.7,Econ Disadv,52.3,1.01
forward,ela,Gender,Milwaukee,Eighty-First Street Elementary,2024-25,Female,8.2,Male,1.5,5.47,Female,8.2,Male,1.5,5.47
forward,ela,Gender,Milwaukee,Goodrich Elementary,2024-25,Female,30.8,Male,6.2,4.97,Female,30.8,Male,6.2,4.97
forward,ela,Gender,Milwaukee,Kagel Elementary,2024-25,Female,11.5,Male,3.0,3.83,Female,11.5,Male,3.0,3.83
forward,ela,Gender,Milwaukee,Lancaster Elementary,2024-25,Female,12.0,Male,3.2,3.75,Female,12.0,Male,3.2,3.75
forward,ela,Gender,Milwaukee,Green Tree Preparatory Academy,2024-25,Female,9.4,Male,2.6,3.62,Female,9.4,Male,2.6,3.62
forward,ela,Gender,Milwaukee,Brown Street Academy,2024-25,Female,8.3,Male,2.3,3.61,Female,8.3,Male,2.3,3.61
forward,ela,Gender,Milwaukee,Engleburg Elementary,2024-25,Male,20.0,Female,5.6,3.57,Male,20.0,Female,5.6,3.57
forward,ela,Gender,Milwaukee,Milwaukee Environmental Science Academy,2024-25,Female,7.7,Male,2.2,3.5,Female,7.7,Male,2.2,3.5
forward,ela,Gender,Milwaukee,Auer Avenue Elementary,2024-25,Female,12.5,Male,3.6,3.47,Female,12.5,Male,3.6,3.47
forward,ela,Gender,Milwaukee,Clemens Elementary,2024-25,Female,13.1,Male,3.8,3.45,Female,13.1,Male,3.8,3.45
forward,ela,Gender,Milwaukee,Obama School of Career and Technical Education,2024-25,Male,12.5,Female,3.7,3.38,Male,12.5,Female,3.7,3.38
forward,ela,Gender,Milwaukee,Gaenslen Elementary,2024-25,Female,10.1,Male,3.0,3.37,Female,10.1,Male,3.0,3.37
forward,ela,Gender,Milwaukee,Riverwest Elementary,2024-25,Female,20.3,Male,6.7,3.03,Female,20.3,Male,6.7,3.03
forward,ela,Gender,Milwaukee,Lincoln Middle,2024-25,Female,12.7,Male,4.6,2.76,Female,12.7,Male,4.6,2.76
forward,ela,Gender,Woodlands School,Woodlands School - State Street Campus,2024-25,Female,21.8,Male,8.2,2.66,Female,21.8,Male,8.2,2.66
forward,ela,Gender,Milwaukee,Riley Dual Language Montessori School,2024-25,Female,33.3,Male,12.8,2.6,Female,33.3,Male,12.8,2.6
forward,ela,Gender,Milwaukee,Siefert Elementary,2024-25,Female,14.8,Male,5.9,2.51,Female,14.8,Male,5.9,2.51
forward,ela,Gender,Milwaukee,Craig Montessori School,2024-25,Male,19.4,Female,7.9,2.46,Male,19.4,Female,7.9,2.46
